month,doctor_id,doctor_name,specialty,state,region,molecule,brand,therapy_area,prescriptions,unique_patients,total_cost
2023-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,7,4,3255.22
2023-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,7,5,3448.95
2023-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,13,8,6477.09
2024-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,12,7,5655.22
2024-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,12,10,5828.69
2024-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,15,12,7558.02
2024-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,9,7,4387.36
2024-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,12,8,6044.4
2024-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,12,9,5539.02
2024-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,21,16,9685.72
2024-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,11,8,5650.86
2024-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,15,12,7685.07
2024-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,13,10,5968.0
2024-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,11,7,5532.52
2024-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Apixaban,Eliquis,Cardiovascular,12,8,5934.52
2022-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,6,3,3003.31
2022-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,5,3,2229.45
2022-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,7,6,3266.27
2022-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,6,4021.02
2022-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,8,5035.89
2022-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,6,5001.9
2022-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,4,3858.33
2022-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,7,4493.26
2022-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,6,3849.65
2022-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,7,3794.65
2022-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,5,3,2378.72
2022-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,9,7,4470.16
2023-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,7,4,3346.11
2023-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,11,9,4952.07
2023-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,13,9,5647.85
2023-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,7,4637.37
2023-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,11,9,5308.01
2023-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,4,3,1936.43
2023-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,13,9,5861.11
2023-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,8,4837.86
2023-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,13,10,5734.34
2023-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,7,4,3302.89
2023-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,8,4977.01
2023-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,5,3495.7
2024-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,8,6,3499.56
2024-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,12,9,5970.86
2024-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,15,13,7126.92
2024-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,10,8,4588.43
2024-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,6,3,2965.81
2024-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,5,4,2191.96
2024-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,9,7,4095.91
2024-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,4,3,1977.85
2024-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,9,7,4391.39
2024-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,9,7,4389.46
2024-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,6,5,2659.29
2024-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Rivaroxaban,Xarelto,Cardiovascular,9,6,4038.99
2022-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,4,3,2526.69
2022-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,4994.05
2022-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,4,2,2461.61
2022-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,3,3,1799.55
2022-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,3,3252.24
2022-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,3,2,1721.04
2022-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,3,3262.37
2022-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,4,3113.39
2022-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,3,2,1970.43
2022-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,9,6,5777.75
2022-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,4,3,2553.88
2022-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,2,1,1205.09
2023-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,6,4,3450.45
2023-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,7,4,4364.69
2023-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,2,2,1165.95
2023-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,4,3244.38
2023-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,0,0,0.0
2023-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,4,3178.17
2023-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,4,2,2578.51
2023-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,6,3,3521.17
2023-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,11,8,6324.36
2023-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,4,3266.73
2023-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,5098.29
2023-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,2,1,1312.62
2024-01-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,4844.4
2024-02-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,7,5,4320.89
2024-03-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,11,6,6209.08
2024-04-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,5,3,2823.92
2024-05-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,5008.68
2024-06-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,9,7,5534.96
2024-07-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,4570.16
2024-08-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,9,7,5233.65
2024-09-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,13,9,7837.24
2024-10-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,15,11,8538.65
2024-11-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,9,7,5455.62
2024-12-01,DR0028,Dr. Joseph Howard,Cardiology,Ohio,Midwest,Sacubitril-Valsartan,Entresto,Cardiovascular,4,3,2320.34
2022-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,19,16,8453.49
2022-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,20,17,10241.21
2022-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,15,9,6736.99
2022-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,15,9,6795.16
2022-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,18,12,9184.31
2022-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,18,15,8393.39
2022-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,13,8,6259.93
2022-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,23,18,10765.68
2022-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,14,9,6952.21
2022-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,22,18,10180.83
2022-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,22,16,11031.63
2022-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,22,18,10030.72
2023-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,21,13,9627.58
2023-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,15,11,7332.44
2023-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,17,10,8729.21
2023-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,25,16,12677.91
2023-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,22,16,10373.27
2023-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,16,13,7325.18
2023-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,27,17,13963.75
2023-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,23,16,11293.42
2023-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,23,17,11653.4
2023-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,25,21,11064.17
2023-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,25,21,12693.23
2023-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,28,22,13080.14
2024-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,22,17,10797.5
2024-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,17,10,7605.15
2024-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,34,19,16239.13
2024-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,20,16,9067.94
2024-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,18,14,8212.47
2024-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,20,14,9097.74
2024-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,28,22,12534.13
2024-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,17,12,8012.96
2024-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,21,14,9888.45
2024-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,17,14,8805.07
2024-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,16,10,7762.21
2024-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Apixaban,Eliquis,Cardiovascular,21,17,9797.9
2022-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,10,6356.8
2022-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,9,7,4215.58
2022-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,17,10,7493.02
2022-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,11,8568.18
2022-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,20,16,10069.78
2022-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,9,6222.05
2022-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,11,7166.97
2022-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,9,7,4065.92
2022-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,8,6706.57
2022-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,17,12,7532.35
2022-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,10,7,4740.44
2022-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,10,6863.27
2023-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,12,10,5429.48
2023-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,11,6871.73
2023-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,18,11,8889.13
2023-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,21,13,10139.14
2023-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,17,13,8626.95
2023-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,11,7,4933.03
2023-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,18,11,8944.31
2023-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,11,6973.91
2023-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,11,8,5489.61
2023-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,8,5,3758.31
2023-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,11,9174.07
2023-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,9,5675.55
2024-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,13,7818.56
2024-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,13,8,6552.62
2024-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,16,12,7278.71
2024-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,10,6759.31
2024-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,9,6646.0
2024-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,18,12,9012.14
2024-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,15,9,6850.54
2024-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,12,10,5561.11
2024-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,12,9,5982.09
2024-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,14,9,6694.45
2024-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,9,7,4327.72
2024-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Rivaroxaban,Xarelto,Cardiovascular,19,12,9205.85
2022-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,8,5,5137.28
2022-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,12,9,7664.08
2022-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,12,8,6995.69
2022-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,3,2,1734.81
2022-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,6,5,3638.81
2022-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,4945.84
2022-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,9,6,5327.08
2022-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,11,8,6185.87
2022-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,6,4,3821.06
2022-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,11,6,6223.21
2022-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,8,6,5061.6
2022-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,6,4,3445.58
2023-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,8,5810.03
2023-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,14,8,8122.75
2023-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,6,5959.7
2023-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,18,15,10167.02
2023-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,16,10,9135.85
2023-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,11,8,6983.69
2023-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,9,5,5086.16
2023-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,8,5,4575.32
2023-09-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,8,6581.73
2023-10-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,7,5,4340.54
2023-11-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,21,18,11998.92
2023-12-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,13,9,7385.85
2024-01-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,14,9,8796.95
2024-02-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,12,10,7759.57
2024-03-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,15,12,8770.67
2024-04-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,18,12,10292.92
2024-05-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,10,7,6034.37
2024-06-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,16,9,9387.64
2024-07-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,14,11,9143.83
2024-08-01,DR0029,Dr. Pamela Rodriguez,Cardiology,New York,Northeast,Sacubitril-Valsartan,Entresto,Cardiovascular,15,12,8684.21
